GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JQLE001,NAME_M,JQLM001
"G0800490","2006-2010","CO",,,"Colorado","08","Grand County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08049",,,"Grand County, Colorado",436579800,"Grand County, Colorado",42477192
"G0800510","2006-2010","CO",,,"Colorado","08","Gunnison County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08051",,,"Gunnison County, Colorado",431222900,"Gunnison County, Colorado",32887661
"G0800530","2006-2010","CO",,,"Colorado","08","Hinsdale County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08053",,,"Hinsdale County, Colorado",21170500,"Hinsdale County, Colorado",8191457
"G0800550","2006-2010","CO",,,"Colorado","08","Huerfano County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08055",,,"Huerfano County, Colorado",160769200,"Huerfano County, Colorado",18941938
"G0800570","2006-2010","CO",,,"Colorado","08","Jackson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08057",,,"Jackson County, Colorado",34863900,"Jackson County, Colorado",6838059
"G0800590","2006-2010","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08059",,,"Jefferson County, Colorado",18350437300,"Jefferson County, Colorado",203854000
"G0800610","2006-2010","CO",,,"Colorado","08","Kiowa County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08061",,,"Kiowa County, Colorado",37586700,"Kiowa County, Colorado",4577322
"G0800630","2006-2010","CO",,,"Colorado","08","Kit Carson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08063",,,"Kit Carson County, Colorado",171981300,"Kit Carson County, Colorado",7838901
"G0800650","2006-2010","CO",,,"Colorado","08","Lake County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08065",,,"Lake County, Colorado",143859500,"Lake County, Colorado",12648352
"G0800670","2006-2010","CO",,,"Colorado","08","La Plata County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08067",,,"La Plata County, Colorado",1496264300,"La Plata County, Colorado",52073192
"G0800690","2006-2010","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08069",,,"Larimer County, Colorado",8748364700,"Larimer County, Colorado",163366340
"G0800710","2006-2010","CO",,,"Colorado","08","Las Animas County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08071",,,"Las Animas County, Colorado",343082800,"Las Animas County, Colorado",24293994
"G0800730","2006-2010","CO",,,"Colorado","08","Lincoln County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08073",,,"Lincoln County, Colorado",128355700,"Lincoln County, Colorado",14935243
"G0800750","2006-2010","CO",,,"Colorado","08","Logan County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08075",,,"Logan County, Colorado",502677200,"Logan County, Colorado",27966363
"G0800770","2006-2010","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08077",,,"Mesa County, Colorado",3851260600,"Mesa County, Colorado",100026687
"G0800790","2006-2010","CO",,,"Colorado","08","Mineral County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08079",,,"Mineral County, Colorado",47284700,"Mineral County, Colorado",15221997
"G0800810","2006-2010","CO",,,"Colorado","08","Moffat County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08081",,,"Moffat County, Colorado",332066200,"Moffat County, Colorado",18546598
"G0800830","2006-2010","CO",,,"Colorado","08","Montezuma County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08083",,,"Montezuma County, Colorado",622265000,"Montezuma County, Colorado",34634314
"G0800850","2006-2010","CO",,,"Colorado","08","Montrose County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08085",,,"Montrose County, Colorado",950807600,"Montrose County, Colorado",37982338
"G0800870","2006-2010","CO",,,"Colorado","08","Morgan County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08087",,,"Morgan County, Colorado",563274700,"Morgan County, Colorado",32941176
"G0800890","2006-2010","CO",,,"Colorado","08","Otero County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08089",,,"Otero County, Colorado",340003300,"Otero County, Colorado",20661989
"G0800910","2006-2010","CO",,,"Colorado","08","Ouray County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08091",,,"Ouray County, Colorado",125470500,"Ouray County, Colorado",12136454
"G0800930","2006-2010","CO",,,"Colorado","08","Park County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08093",,,"Park County, Colorado",515666200,"Park County, Colorado",31201088
"G0800950","2006-2010","CO",,,"Colorado","08","Phillips County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08095",,,"Phillips County, Colorado",103052600,"Phillips County, Colorado",13252119
"G0800970","2006-2010","CO",,,"Colorado","08","Pitkin County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08097",,,"Pitkin County, Colorado",1055143300,"Pitkin County, Colorado",148571977
"G0800990","2006-2010","CO",,,"Colorado","08","Prowers County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08099",,,"Prowers County, Colorado",234678200,"Prowers County, Colorado",17816312
"G0801010","2006-2010","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08101",,,"Pueblo County, Colorado",3376330600,"Pueblo County, Colorado",84167955
"G0801030","2006-2010","CO",,,"Colorado","08","Rio Blanco County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08103",,,"Rio Blanco County, Colorado",184309700,"Rio Blanco County, Colorado",12695679
"G0801050","2006-2010","CO",,,"Colorado","08","Rio Grande County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08105",,,"Rio Grande County, Colorado",205118700,"Rio Grande County, Colorado",15211968
"G0801070","2006-2010","CO",,,"Colorado","08","Routt County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08107",,,"Routt County, Colorado",758310100,"Routt County, Colorado",45771694
"G0801090","2006-2010","CO",,,"Colorado","08","Saguache County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08109",,,"Saguache County, Colorado",115124000,"Saguache County, Colorado",10615668
"G0801110","2006-2010","CO",,,"Colorado","08","San Juan County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08111",,,"San Juan County, Colorado",23486800,"San Juan County, Colorado",5199827
"G0801130","2006-2010","CO",,,"Colorado","08","San Miguel County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08113",,,"San Miguel County, Colorado",279164600,"San Miguel County, Colorado",32905200
"G0801150","2006-2010","CO",,,"Colorado","08","Sedgwick County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08115",,,"Sedgwick County, Colorado",52225400,"Sedgwick County, Colorado",4285399
"G0801170","2006-2010","CO",,,"Colorado","08","Summit County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08117",,,"Summit County, Colorado",969535600,"Summit County, Colorado",61874339
"G0801190","2006-2010","CO",,,"Colorado","08","Teller County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08119",,,"Teller County, Colorado",655565600,"Teller County, Colorado",30413886
"G0801210","2006-2010","CO",,,"Colorado","08","Washington County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08121",,,"Washington County, Colorado",110374600,"Washington County, Colorado",7361427
"G0801230","2006-2010","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08123",,,"Weld County, Colorado",6006322300,"Weld County, Colorado",123255507
"G0801250","2006-2010","CO",,,"Colorado","08","Yuma County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08125",,,"Yuma County, Colorado",216445800,"Yuma County, Colorado",15609662
"G0900010","2006-2010","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09001",,,"Fairfield County, Connecticut",43723048100,"Fairfield County, Connecticut",596421963
"G0900030","2006-2010","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09003",,,"Hartford County, Connecticut",29436886900,"Hartford County, Connecticut",286855146
"G0900050","2006-2010","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09005",,,"Litchfield County, Connecticut",6808074600,"Litchfield County, Connecticut",136289637
"G0900070","2006-2010","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09007",,,"Middlesex County, Connecticut",6182082500,"Middlesex County, Connecticut",137388872
"G0900090","2006-2010","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09009",,,"New Haven County, Connecticut",27173889200,"New Haven County, Connecticut",333981281
"G0900110","2006-2010","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09011",,,"New London County, Connecticut",8957271400,"New London County, Connecticut",125390110
"G0900130","2006-2010","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09013",,,"Tolland County, Connecticut",5001659400,"Tolland County, Connecticut",91484969
"G0900150","2006-2010","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09015",,,"Windham County, Connecticut",3114209400,"Windham County, Connecticut",61074670
"G1000010","2006-2010","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US10001",,,"Kent County, Delaware",3796416500,"Kent County, Delaware",69309644
"G1000030","2006-2010","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US10003",,,"New Castle County, Delaware",16656153600,"New Castle County, Delaware",232788283
"G1000050","2006-2010","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US10005",,,"Sussex County, Delaware",5110748700,"Sussex County, Delaware",83661097
"G1100010","2006-2010","DC",,,"District Of Columbia","11","District Of Columbia","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US11001",,,"District of Columbia, District of Columbia",24590582800,"District of Columbia, District of Columbia",300319563
"G1200010","2006-2010","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12001",,,"Alachua County, Florida",6042859400,"Alachua County, Florida",153433116
"G1200030","2006-2010","FL",,,"Florida","12","Baker County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12003",,,"Baker County, Florida",520147400,"Baker County, Florida",40037544
"G1200050","2006-2010","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12005",,,"Bay County, Florida",4175499600,"Bay County, Florida",100468710
"G1200070","2006-2010","FL",,,"Florida","12","Bradford County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12007",,,"Bradford County, Florida",488673200,"Bradford County, Florida",28284692
"G1200090","2006-2010","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12009",,,"Brevard County, Florida",14923446800,"Brevard County, Florida",202533053
"G1200110","2006-2010","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12011",,,"Broward County, Florida",49649631800,"Broward County, Florida",461638437
"G1200130","2006-2010","FL",,,"Florida","12","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12013",,,"Calhoun County, Florida",216894000,"Calhoun County, Florida",17505036
"G1200150","2006-2010","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12015",,,"Charlotte County, Florida",4293588600,"Charlotte County, Florida",129444714
"G1200170","2006-2010","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12017",,,"Citrus County, Florida",3172617400,"Citrus County, Florida",83508917
"G1200190","2006-2010","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12019",,,"Clay County, Florida",5000221500,"Clay County, Florida",119282252
"G1200210","2006-2010","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12021",,,"Collier County, Florida",11741010100,"Collier County, Florida",303920295
"G1200230","2006-2010","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12023",,,"Columbia County, Florida",1296821300,"Columbia County, Florida",55737185
"G1200270","2006-2010","FL",,,"Florida","12","DeSoto County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12027",,,"DeSoto County, Florida",552545300,"DeSoto County, Florida",38919385
"G1200290","2006-2010","FL",,,"Florida","12","Dixie County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12029",,,"Dixie County, Florida",276393600,"Dixie County, Florida",25484418
"G1200310","2006-2010","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12031",,,"Duval County, Florida",22100888100,"Duval County, Florida",320683338
"G1200330","2006-2010","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12033",,,"Escambia County, Florida",6993770200,"Escambia County, Florida",134762761
"G1200350","2006-2010","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12035",,,"Flagler County, Florida",2289506900,"Flagler County, Florida",91858437
"G1200370","2006-2010","FL",,,"Florida","12","Franklin County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12037",,,"Franklin County, Florida",240926100,"Franklin County, Florida",26405518
"G1200390","2006-2010","FL",,,"Florida","12","Gadsden County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12039",,,"Gadsden County, Florida",775303300,"Gadsden County, Florida",42839843
"G1200410","2006-2010","FL",,,"Florida","12","Gilchrist County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12041",,,"Gilchrist County, Florida",305452600,"Gilchrist County, Florida",24607335
"G1200430","2006-2010","FL",,,"Florida","12","Glades County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12043",,,"Glades County, Florida",225485900,"Glades County, Florida",19210342
"G1200450","2006-2010","FL",,,"Florida","12","Gulf County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12045",,,"Gulf County, Florida",285312900,"Gulf County, Florida",23464901
"G1200470","2006-2010","FL",,,"Florida","12","Hamilton County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12047",,,"Hamilton County, Florida",232113900,"Hamilton County, Florida",29868533
"G1200490","2006-2010","FL",,,"Florida","12","Hardee County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12049",,,"Hardee County, Florida",403664900,"Hardee County, Florida",39427040
"G1200510","2006-2010","FL",,,"Florida","12","Hendry County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12051",,,"Hendry County, Florida",575054000,"Hendry County, Florida",46484943
"G1200530","2006-2010","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12053",,,"Hernando County, Florida",3879484300,"Hernando County, Florida",99623845
"G1200550","2006-2010","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12055",,,"Highlands County, Florida",1934558300,"Highlands County, Florida",53525632
"G1200570","2006-2010","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12057",,,"Hillsborough County, Florida",32480607300,"Hillsborough County, Florida",322054119
"G1200590","2006-2010","FL",,,"Florida","12","Holmes County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12059",,,"Holmes County, Florida",305585900,"Holmes County, Florida",16978319
"G1200610","2006-2010","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12061",,,"Indian River County, Florida",4325401300,"Indian River County, Florida",184542609
"G1200630","2006-2010","FL",,,"Florida","12","Jackson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12063",,,"Jackson County, Florida",847434100,"Jackson County, Florida",62144392
"G1200650","2006-2010","FL",,,"Florida","12","Jefferson County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12065",,,"Jefferson County, Florida",286510100,"Jefferson County, Florida",23481152
"G1200670","2006-2010","FL",,,"Florida","12","Lafayette County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12067",,,"Lafayette County, Florida",153692500,"Lafayette County, Florida",17474021
"G1200690","2006-2010","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12069",,,"Lake County, Florida",7385867800,"Lake County, Florida",125688313
"G1200710","2006-2010","FL",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12071",,,"Lee County, Florida",17848617900,"Lee County, Florida",294583819
"G1200730","2006-2010","FL",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12073",,,"Leon County, Florida",6977393500,"Leon County, Florida",146520282
"G1200750","2006-2010","FL",,,"Florida","12","Levy County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12075",,,"Levy County, Florida",755867500,"Levy County, Florida",28254197
"G1200770","2006-2010","FL",,,"Florida","12","Liberty County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12077",,,"Liberty County, Florida",139933900,"Liberty County, Florida",17340372
"G1200790","2006-2010","FL",,,"Florida","12","Madison County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12079",,,"Madison County, Florida",315482000,"Madison County, Florida",22042535
"G1200810","2006-2010","FL",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12081",,,"Manatee County, Florida",8944386900,"Manatee County, Florida",163251778
"G1200830","2006-2010","FL",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12083",,,"Marion County, Florida",7315802300,"Marion County, Florida",142898797
"G1200850","2006-2010","FL",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12085",,,"Martin County, Florida",5162625000,"Martin County, Florida",162530593
"G1200860","2006-2010","FL",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12086",,,"Miami-Dade County, Florida",56138812100,"Miami-Dade County, Florida",577961487
"G1200870","2006-2010","FL",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12087",,,"Monroe County, Florida",2594968900,"Monroe County, Florida",119096841
"G1200890","2006-2010","FL",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12089",,,"Nassau County, Florida",2068222300,"Nassau County, Florida",86718887
"G1200910","2006-2010","FL",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12091",,,"Okaloosa County, Florida",5211144100,"Okaloosa County, Florida",137606416
"G1200930","2006-2010","FL",,,"Florida","12","Okeechobee County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12093",,,"Okeechobee County, Florida",784252600,"Okeechobee County, Florida",72669378
"G1200950","2006-2010","FL",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12095",,,"Orange County, Florida",28449022600,"Orange County, Florida",295617198
"G1200970","2006-2010","FL",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12097",,,"Osceola County, Florida",5309100300,"Osceola County, Florida",100528020
"G1200990","2006-2010","FL",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12099",,,"Palm Beach County, Florida",43670736700,"Palm Beach County, Florida",471145961
"G1201010","2006-2010","FL",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12101",,,"Pasco County, Florida",11031304100,"Pasco County, Florida",165793543
"G1201030","2006-2010","FL",,,"Florida","12","Pinellas County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12103",,,"Pinellas County, Florida",26392935400,"Pinellas County, Florida",335835510
"G1201050","2006-2010","FL",,,"Florida","12","Polk County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12105",,,"Polk County, Florida",12912585700,"Polk County, Florida",216024395
"G1201070","2006-2010","FL",,,"Florida","12","Putnam County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12107",,,"Putnam County, Florida",1374907100,"Putnam County, Florida",48322380
"G1201090","2006-2010","FL",,,"Florida","12","St. Johns County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12109",,,"St. Johns County, Florida",6507411300,"St. Johns County, Florida",153325088
"G1201110","2006-2010","FL",,,"Florida","12","St. Lucie County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12111",,,"St. Lucie County, Florida",6282043900,"St. Lucie County, Florida",165963025
"G1201130","2006-2010","FL",,,"Florida","12","Santa Rosa County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12113",,,"Santa Rosa County, Florida",3752648900,"Santa Rosa County, Florida",91835313
"G1201150","2006-2010","FL",,,"Florida","12","Sarasota County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12115",,,"Sarasota County, Florida",12431367400,"Sarasota County, Florida",255446667
"G1201170","2006-2010","FL",,,"Florida","12","Seminole County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12117",,,"Seminole County, Florida",12434492000,"Seminole County, Florida",225966889
"G1201190","2006-2010","FL",,,"Florida","12","Sumter County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12119",,,"Sumter County, Florida",2076866400,"Sumter County, Florida",66242226
"G1201210","2006-2010","FL",,,"Florida","12","Suwannee County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12121",,,"Suwannee County, Florida",763973800,"Suwannee County, Florida",38491520
"G1201230","2006-2010","FL",,,"Florida","12","Taylor County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12123",,,"Taylor County, Florida",410271700,"Taylor County, Florida",35074932
"G1201250","2006-2010","FL",,,"Florida","12","Union County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12125",,,"Union County, Florida",209984000,"Union County, Florida",17431761
"G1201270","2006-2010","FL",,,"Florida","12","Volusia County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12127",,,"Volusia County, Florida",12286470700,"Volusia County, Florida",201830401
"G1201290","2006-2010","FL",,,"Florida","12","Wakulla County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12129",,,"Wakulla County, Florida",642925400,"Wakulla County, Florida",37086006
"G1201310","2006-2010","FL",,,"Florida","12","Walton County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12131",,,"Walton County, Florida",1480718900,"Walton County, Florida",81185697
"G1201330","2006-2010","FL",,,"Florida","12","Washington County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12133",,,"Washington County, Florida",445598200,"Washington County, Florida",35055063
"G1300010","2006-2010","GA",,,"Georgia","13","Appling County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13001",,,"Appling County, Georgia",342539500,"Appling County, Georgia",24734364
"G1300030","2006-2010","GA",,,"Georgia","13","Atkinson County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13003",,,"Atkinson County, Georgia",128782500,"Atkinson County, Georgia",12559260
"G1300050","2006-2010","GA",,,"Georgia","13","Bacon County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13005",,,"Bacon County, Georgia",187679900,"Bacon County, Georgia",17909480
"G1300070","2006-2010","GA",,,"Georgia","13","Baker County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13007",,,"Baker County, Georgia",59899100,"Baker County, Georgia",11621954
"G1300090","2006-2010","GA",,,"Georgia","13","Baldwin County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13009",,,"Baldwin County, Georgia",820295400,"Baldwin County, Georgia",42786988
"G1300110","2006-2010","GA",,,"Georgia","13","Banks County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13011",,,"Banks County, Georgia",347834900,"Banks County, Georgia",21472434
"G1300130","2006-2010","GA",,,"Georgia","13","Barrow County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13013",,,"Barrow County, Georgia",1385702300,"Barrow County, Georgia",49333388
"G1300150","2006-2010","GA",,,"Georgia","13","Bartow County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13015",,,"Bartow County, Georgia",2166817700,"Bartow County, Georgia",69543159
"G1300170","2006-2010","GA",,,"Georgia","13","Ben Hill County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13017",,,"Ben Hill County, Georgia",273795500,"Ben Hill County, Georgia",20247703
"G1300190","2006-2010","GA",,,"Georgia","13","Berrien County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13019",,,"Berrien County, Georgia",300235500,"Berrien County, Georgia",24453935
"G1300210","2006-2010","GA",,,"Georgia","13","Bibb County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13021",,,"Bibb County, Georgia",3318472800,"Bibb County, Georgia",86114528
"G1300230","2006-2010","GA",,,"Georgia","13","Bleckley County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13023",,,"Bleckley County, Georgia",245286600,"Bleckley County, Georgia",26753748
"G1300250","2006-2010","GA",,,"Georgia","13","Brantley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13025",,,"Brantley County, Georgia",333671000,"Brantley County, Georgia",20930311
"G1300270","2006-2010","GA",,,"Georgia","13","Brooks County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13027",,,"Brooks County, Georgia",332420200,"Brooks County, Georgia",26506948
"G1300290","2006-2010","GA",,,"Georgia","13","Bryan County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13029",,,"Bryan County, Georgia",823705400,"Bryan County, Georgia",67371151
"G1300310","2006-2010","GA",,,"Georgia","13","Bulloch County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13031",,,"Bulloch County, Georgia",1198689500,"Bulloch County, Georgia",47000723
"G1300330","2006-2010","GA",,,"Georgia","13","Burke County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13033",,,"Burke County, Georgia",367816000,"Burke County, Georgia",23667975
"G1300350","2006-2010","GA",,,"Georgia","13","Butts County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13035",,,"Butts County, Georgia",490550700,"Butts County, Georgia",34622434
